
 Real: 1, Prediccion: 9, Distancia Euclidiana: 3220.54163605, Algoritmo: FisherFace
 Real: 1, Prediccion: 10, Distancia Euclidiana: 2448.60926038, Algoritmo: FisherFace
 Real: 1, Prediccion: 1, Distancia Euclidiana: 1398.84803604, Algoritmo: FisherFace
 Real: 2, Prediccion: 2, Distancia Euclidiana: 0.0, Algoritmo: FisherFace
 Real: 2, Prediccion: 2, Distancia Euclidiana: 1119.12329927, Algoritmo: FisherFace
 Real: 2, Prediccion: 11, Distancia Euclidiana: 2761.6354756, Algoritmo: FisherFace
 Real: 3, Prediccion: 3, Distancia Euclidiana: 3213.94786924, Algoritmo: FisherFace
 Real: 3, Prediccion: 3, Distancia Euclidiana: 1465.13750985, Algoritmo: FisherFace
 Real: 3, Prediccion: 10, Distancia Euclidiana: 2634.25647153, Algoritmo: FisherFace
 Real: 4, Prediccion: 4, Distancia Euclidiana: 1676.28023015, Algoritmo: FisherFace
 Real: 4, Prediccion: 4, Distancia Euclidiana: 1362.28136193, Algoritmo: FisherFace
 Real: 4, Prediccion: 4, Distancia Euclidiana: 1362.28136193, Algoritmo: FisherFace
 Real: 5, Prediccion: 5, Distancia Euclidiana: 980.664643877, Algoritmo: FisherFace
 Real: 5, Prediccion: 5, Distancia Euclidiana: 980.664643877, Algoritmo: FisherFace
 Real: 5, Prediccion: 5, Distancia Euclidiana: 941.0151619, Algoritmo: FisherFace
 Real: 6, Prediccion: 6, Distancia Euclidiana: 1471.93170166, Algoritmo: FisherFace
 Real: 6, Prediccion: 6, Distancia Euclidiana: 0.0, Algoritmo: FisherFace
 Real: 6, Prediccion: 6, Distancia Euclidiana: 0.0, Algoritmo: FisherFace
 Real: 7, Prediccion: 7, Distancia Euclidiana: 1661.86389711, Algoritmo: FisherFace
 Real: 7, Prediccion: 7, Distancia Euclidiana: 0.0, Algoritmo: FisherFace
 Real: 7, Prediccion: 7, Distancia Euclidiana: 1931.90850334, Algoritmo: FisherFace
 Real: 8, Prediccion: 8, Distancia Euclidiana: 0.0, Algoritmo: FisherFace
 Real: 8, Prediccion: 8, Distancia Euclidiana: 2832.55467161, Algoritmo: FisherFace
 Real: 8, Prediccion: 10, Distancia Euclidiana: 3090.17895542, Algoritmo: FisherFace
 Real: 9, Prediccion: 9, Distancia Euclidiana: 0.0, Algoritmo: FisherFace
 Real: 9, Prediccion: 11, Distancia Euclidiana: 2882.27169628, Algoritmo: FisherFace
 Real: 9, Prediccion: 9, Distancia Euclidiana: 2331.16813715, Algoritmo: FisherFace
 Real: 10, Prediccion: 10, Distancia Euclidiana: 1156.7549688, Algoritmo: FisherFace
 Real: 10, Prediccion: 4, Distancia Euclidiana: 2978.42581078, Algoritmo: FisherFace
 Real: 10, Prediccion: 11, Distancia Euclidiana: 0.0, Algoritmo: FisherFace
 Real: 11, Prediccion: 11, Distancia Euclidiana: 1868.98882166, Algoritmo: FisherFace
 Real: 11, Prediccion: 11, Distancia Euclidiana: 1322.09061348, Algoritmo: FisherFace
 Real: 11, Prediccion: 12, Distancia Euclidiana: 0.0, Algoritmo: FisherFace
 Real: 12, Prediccion: 12, Distancia Euclidiana: 2333.83549333, Algoritmo: FisherFace
 Real: 12, Prediccion: 12, Distancia Euclidiana: 0.0, Algoritmo: FisherFace
 Real: 12, Prediccion: 12, Distancia Euclidiana: 2144.07039889, Algoritmo: FisherFace
 Real: 13, Prediccion: 13, Distancia Euclidiana: 1540.45071826, Algoritmo: FisherFace
 Real: 13, Prediccion: 13, Distancia Euclidiana: 1270.4716735, Algoritmo: FisherFace
 Real: 13, Prediccion: 10, Distancia Euclidiana: 2809.79442226, Algoritmo: FisherFace
 Real: 14, Prediccion: 8, Distancia Euclidiana: 2506.06589887, Algoritmo: FisherFace
 Real: 14, Prediccion: 14, Distancia Euclidiana: 859.984660889, Algoritmo: FisherFace
 Real: 14, Prediccion: 14, Distancia Euclidiana: 1607.2612511, Algoritmo: FisherFace
 Real: 15, Prediccion: 15, Distancia Euclidiana: 717.469439868, Algoritmo: FisherFace
 Real: 15, Prediccion: 11, Distancia Euclidiana: 2230.8991529, Algoritmo: FisherFace
 Real: 15, Prediccion: 11, Distancia Euclidiana: 2230.8991529, Algoritmo: FisherFace
 Prediccion media: 71.1111111111
 Distancia minima: 0.0 Distancia maxima: 3220.54163605 Distancia Media: 1540.99171115
