
 Real: 1, Prediccion: 1, Distancia Euclidiana: 33.8570184932, Algoritmo: LBPH
 Real: 1, Prediccion: 1, Distancia Euclidiana: 36.377600081, Algoritmo: LBPH
 Real: 1, Prediccion: 1, Distancia Euclidiana: 22.5727214241, Algoritmo: LBPH
 Real: 2, Prediccion: 2, Distancia Euclidiana: 21.6102192165, Algoritmo: LBPH
 Real: 2, Prediccion: 2, Distancia Euclidiana: 30.1831152652, Algoritmo: LBPH
 Real: 2, Prediccion: 2, Distancia Euclidiana: 21.6102192165, Algoritmo: LBPH
 Real: 3, Prediccion: 3, Distancia Euclidiana: 27.1247873077, Algoritmo: LBPH
 Real: 3, Prediccion: 3, Distancia Euclidiana: 42.4220696245, Algoritmo: LBPH
 Real: 3, Prediccion: 3, Distancia Euclidiana: 25.1006419885, Algoritmo: LBPH
 Real: 4, Prediccion: 4, Distancia Euclidiana: 36.2947805164, Algoritmo: LBPH
 Real: 4, Prediccion: 4, Distancia Euclidiana: 0.0, Algoritmo: LBPH
 Real: 4, Prediccion: 2, Distancia Euclidiana: 51.0890837471, Algoritmo: LBPH
 Real: 5, Prediccion: 5, Distancia Euclidiana: 0.0, Algoritmo: LBPH
 Real: 5, Prediccion: 5, Distancia Euclidiana: 33.0794775362, Algoritmo: LBPH
 Real: 5, Prediccion: 5, Distancia Euclidiana: 44.8896747362, Algoritmo: LBPH
 Real: 6, Prediccion: 6, Distancia Euclidiana: 0.0, Algoritmo: LBPH
 Real: 6, Prediccion: 6, Distancia Euclidiana: 24.2537916408, Algoritmo: LBPH
 Real: 6, Prediccion: 6, Distancia Euclidiana: 21.6447181343, Algoritmo: LBPH
 Real: 7, Prediccion: 7, Distancia Euclidiana: 44.9459736653, Algoritmo: LBPH
 Real: 7, Prediccion: 7, Distancia Euclidiana: 0.0, Algoritmo: LBPH
 Real: 7, Prediccion: 7, Distancia Euclidiana: 16.7237829045, Algoritmo: LBPH
 Real: 8, Prediccion: 8, Distancia Euclidiana: 31.1608051373, Algoritmo: LBPH
 Real: 8, Prediccion: 8, Distancia Euclidiana: 51.1234346851, Algoritmo: LBPH
 Real: 8, Prediccion: 8, Distancia Euclidiana: 40.0703826579, Algoritmo: LBPH
 Real: 9, Prediccion: 2, Distancia Euclidiana: 50.6111203009, Algoritmo: LBPH
 Real: 9, Prediccion: 9, Distancia Euclidiana: 0.0, Algoritmo: LBPH
 Real: 9, Prediccion: 9, Distancia Euclidiana: 30.9591824717, Algoritmo: LBPH
 Real: 10, Prediccion: 10, Distancia Euclidiana: 18.6892748672, Algoritmo: LBPH
 Real: 10, Prediccion: 10, Distancia Euclidiana: 35.8039475908, Algoritmo: LBPH
 Real: 10, Prediccion: 2, Distancia Euclidiana: 58.3025974449, Algoritmo: LBPH
 Real: 11, Prediccion: 11, Distancia Euclidiana: 32.995635483, Algoritmo: LBPH
 Real: 11, Prediccion: 11, Distancia Euclidiana: 29.836070149, Algoritmo: LBPH
 Real: 11, Prediccion: 11, Distancia Euclidiana: 35.0536060217, Algoritmo: LBPH
 Real: 12, Prediccion: 12, Distancia Euclidiana: 0.0, Algoritmo: LBPH
 Real: 12, Prediccion: 12, Distancia Euclidiana: 0.0, Algoritmo: LBPH
 Real: 12, Prediccion: 12, Distancia Euclidiana: 48.8354078133, Algoritmo: LBPH
 Real: 13, Prediccion: 13, Distancia Euclidiana: 24.1083003652, Algoritmo: LBPH
 Real: 13, Prediccion: 13, Distancia Euclidiana: 31.4661105766, Algoritmo: LBPH
 Real: 13, Prediccion: 13, Distancia Euclidiana: 21.0265958959, Algoritmo: LBPH
 Real: 14, Prediccion: 14, Distancia Euclidiana: 32.2467579, Algoritmo: LBPH
 Real: 14, Prediccion: 14, Distancia Euclidiana: 23.5456844232, Algoritmo: LBPH
 Real: 14, Prediccion: 14, Distancia Euclidiana: 21.889027351, Algoritmo: LBPH
 Real: 15, Prediccion: 15, Distancia Euclidiana: 0.0, Algoritmo: LBPH
 Real: 15, Prediccion: 15, Distancia Euclidiana: 32.5367640438, Algoritmo: LBPH
 Real: 15, Prediccion: 15, Distancia Euclidiana: 52.2516657628, Algoritmo: LBPH
 Prediccion media: 93.3333333333
 Distancia minima: 0.0 Distancia maxima: 58.3025974449 Distancia Media: 27.4731565875
