
 Real: 1, Prediccion: 3, Distancia Euclidiana: 6406.04651478, Algoritmo: EigenFace
 Real: 1, Prediccion: 1, Distancia Euclidiana: 7230.48895566, Algoritmo: EigenFace
 Real: 1, Prediccion: 1, Distancia Euclidiana: 4170.55874917, Algoritmo: EigenFace
 Real: 2, Prediccion: 2, Distancia Euclidiana: 0.0, Algoritmo: EigenFace
 Real: 2, Prediccion: 2, Distancia Euclidiana: 3889.84824727, Algoritmo: EigenFace
 Real: 2, Prediccion: 13, Distancia Euclidiana: 8390.34363033, Algoritmo: EigenFace
 Real: 3, Prediccion: 3, Distancia Euclidiana: 7159.50577522, Algoritmo: EigenFace
 Real: 3, Prediccion: 3, Distancia Euclidiana: 5870.03160147, Algoritmo: EigenFace
 Real: 3, Prediccion: 15, Distancia Euclidiana: 5777.26885167, Algoritmo: EigenFace
 Real: 4, Prediccion: 4, Distancia Euclidiana: 5989.64795895, Algoritmo: EigenFace
 Real: 4, Prediccion: 4, Distancia Euclidiana: 4621.61734825, Algoritmo: EigenFace
 Real: 4, Prediccion: 4, Distancia Euclidiana: 4621.61734825, Algoritmo: EigenFace
 Real: 5, Prediccion: 5, Distancia Euclidiana: 2779.54921921, Algoritmo: EigenFace
 Real: 5, Prediccion: 5, Distancia Euclidiana: 2779.54921921, Algoritmo: EigenFace
 Real: 5, Prediccion: 5, Distancia Euclidiana: 3352.31954287, Algoritmo: EigenFace
 Real: 6, Prediccion: 6, Distancia Euclidiana: 2568.75976391, Algoritmo: EigenFace
 Real: 6, Prediccion: 6, Distancia Euclidiana: 0.0, Algoritmo: EigenFace
 Real: 6, Prediccion: 6, Distancia Euclidiana: 0.0, Algoritmo: EigenFace
 Real: 7, Prediccion: 6, Distancia Euclidiana: 8080.1943135, Algoritmo: EigenFace
 Real: 7, Prediccion: 7, Distancia Euclidiana: 0.0, Algoritmo: EigenFace
 Real: 7, Prediccion: 7, Distancia Euclidiana: 7925.01830598, Algoritmo: EigenFace
 Real: 8, Prediccion: 8, Distancia Euclidiana: 0.0, Algoritmo: EigenFace
 Real: 8, Prediccion: 8, Distancia Euclidiana: 6996.44871655, Algoritmo: EigenFace
 Real: 8, Prediccion: 2, Distancia Euclidiana: 9457.2254146, Algoritmo: EigenFace
 Real: 9, Prediccion: 9, Distancia Euclidiana: 0.0, Algoritmo: EigenFace
 Real: 9, Prediccion: 9, Distancia Euclidiana: 7615.52152072, Algoritmo: EigenFace
 Real: 9, Prediccion: 9, Distancia Euclidiana: 5351.19923293, Algoritmo: EigenFace
 Real: 10, Prediccion: 10, Distancia Euclidiana: 2992.87087952, Algoritmo: EigenFace
 Real: 10, Prediccion: 14, Distancia Euclidiana: 5626.29130415, Algoritmo: EigenFace
 Real: 10, Prediccion: 11, Distancia Euclidiana: 0.0, Algoritmo: EigenFace
 Real: 11, Prediccion: 11, Distancia Euclidiana: 6985.31823847, Algoritmo: EigenFace
 Real: 11, Prediccion: 11, Distancia Euclidiana: 3947.75488171, Algoritmo: EigenFace
 Real: 11, Prediccion: 12, Distancia Euclidiana: 0.0, Algoritmo: EigenFace
 Real: 12, Prediccion: 6, Distancia Euclidiana: 8165.69793753, Algoritmo: EigenFace
 Real: 12, Prediccion: 12, Distancia Euclidiana: 0.0, Algoritmo: EigenFace
 Real: 12, Prediccion: 12, Distancia Euclidiana: 4248.66513716, Algoritmo: EigenFace
 Real: 13, Prediccion: 13, Distancia Euclidiana: 3315.9232831, Algoritmo: EigenFace
 Real: 13, Prediccion: 13, Distancia Euclidiana: 3295.3050398, Algoritmo: EigenFace
 Real: 13, Prediccion: 7, Distancia Euclidiana: 5259.80366471, Algoritmo: EigenFace
 Real: 14, Prediccion: 3, Distancia Euclidiana: 7561.60540945, Algoritmo: EigenFace
 Real: 14, Prediccion: 14, Distancia Euclidiana: 2574.25582003, Algoritmo: EigenFace
 Real: 14, Prediccion: 14, Distancia Euclidiana: 7179.75544773, Algoritmo: EigenFace
 Real: 15, Prediccion: 15, Distancia Euclidiana: 2045.04148642, Algoritmo: EigenFace
 Real: 15, Prediccion: 4, Distancia Euclidiana: 8215.9897826, Algoritmo: EigenFace
 Real: 15, Prediccion: 4, Distancia Euclidiana: 8215.9897826, Algoritmo: EigenFace
 Prediccion media: 71.1111111111
 Distancia minima: 0.0 Distancia maxima: 9457.2254146 Distancia Media: 4459.17840723
