
 Real: 1, Prediccion: 1, Distancia Euclidiana: 4110.38338405, Algoritmo: EigenFace
 Real: 1, Prediccion: 1, Distancia Euclidiana: 7324.42729529, Algoritmo: EigenFace
 Real: 1, Prediccion: 1, Distancia Euclidiana: 3652.19432697, Algoritmo: EigenFace
 Real: 2, Prediccion: -1, Distancia Euclidiana: 1.79769313486e+308, Algoritmo: EigenFace
 Real: 2, Prediccion: 2, Distancia Euclidiana: 7798.37322056, Algoritmo: EigenFace
 Real: 2, Prediccion: 2, Distancia Euclidiana: 2218.28047423, Algoritmo: EigenFace
 Real: 3, Prediccion: 13, Distancia Euclidiana: 9190.86156498, Algoritmo: EigenFace
 Real: 3, Prediccion: 3, Distancia Euclidiana: 5895.99942905, Algoritmo: EigenFace
 Real: 3, Prediccion: 10, Distancia Euclidiana: 7072.52617998, Algoritmo: EigenFace
 Real: 4, Prediccion: 4, Distancia Euclidiana: 8501.80336435, Algoritmo: EigenFace
 Real: 4, Prediccion: 4, Distancia Euclidiana: 0.0, Algoritmo: EigenFace
 Real: 4, Prediccion: 4, Distancia Euclidiana: 0.0, Algoritmo: EigenFace
 Real: 5, Prediccion: 5, Distancia Euclidiana: 3590.00330581, Algoritmo: EigenFace
 Real: 5, Prediccion: 5, Distancia Euclidiana: 6941.40450119, Algoritmo: EigenFace
 Real: 5, Prediccion: 5, Distancia Euclidiana: 4356.22857249, Algoritmo: EigenFace
 Real: 6, Prediccion: 6, Distancia Euclidiana: 0.0, Algoritmo: EigenFace
 Real: 6, Prediccion: 6, Distancia Euclidiana: 4048.86075301, Algoritmo: EigenFace
 Real: 6, Prediccion: 6, Distancia Euclidiana: 2608.36669372, Algoritmo: EigenFace
 Real: 7, Prediccion: 13, Distancia Euclidiana: 5226.55367031, Algoritmo: EigenFace
 Real: 7, Prediccion: 13, Distancia Euclidiana: 8740.14506567, Algoritmo: EigenFace
 Real: 7, Prediccion: 7, Distancia Euclidiana: 5178.73419275, Algoritmo: EigenFace
 Real: 8, Prediccion: 8, Distancia Euclidiana: 0.0, Algoritmo: EigenFace
 Real: 8, Prediccion: 8, Distancia Euclidiana: 7199.52767327, Algoritmo: EigenFace
 Real: 8, Prediccion: 8, Distancia Euclidiana: 6474.62316115, Algoritmo: EigenFace
 Real: 9, Prediccion: 9, Distancia Euclidiana: 5545.91262859, Algoritmo: EigenFace
 Real: 9, Prediccion: 9, Distancia Euclidiana: 5596.54085822, Algoritmo: EigenFace
 Real: 9, Prediccion: 1, Distancia Euclidiana: 8723.54008675, Algoritmo: EigenFace
 Real: 10, Prediccion: 8, Distancia Euclidiana: 8915.42226798, Algoritmo: EigenFace
 Real: 10, Prediccion: 10, Distancia Euclidiana: 2779.79683445, Algoritmo: EigenFace
 Real: 10, Prediccion: 10, Distancia Euclidiana: 4364.41106875, Algoritmo: EigenFace
 Real: 11, Prediccion: 11, Distancia Euclidiana: 6441.48367958, Algoritmo: EigenFace
 Real: 11, Prediccion: 11, Distancia Euclidiana: 3883.12436971, Algoritmo: EigenFace
 Real: 11, Prediccion: 11, Distancia Euclidiana: 6070.55543171, Algoritmo: EigenFace
 Real: 12, Prediccion: 12, Distancia Euclidiana: 6423.74038916, Algoritmo: EigenFace
 Real: 12, Prediccion: 12, Distancia Euclidiana: 6732.19183758, Algoritmo: EigenFace
 Real: 12, Prediccion: 12, Distancia Euclidiana: 0.0, Algoritmo: EigenFace
 Real: 13, Prediccion: 4, Distancia Euclidiana: 9746.27805374, Algoritmo: EigenFace
 Real: 13, Prediccion: 13, Distancia Euclidiana: 7571.92060425, Algoritmo: EigenFace
 Real: 13, Prediccion: 14, Distancia Euclidiana: 0.0, Algoritmo: EigenFace
 Real: 14, Prediccion: 1, Distancia Euclidiana: 5268.21121405, Algoritmo: EigenFace
 Real: 14, Prediccion: 14, Distancia Euclidiana: 7025.44672823, Algoritmo: EigenFace
 Real: 14, Prediccion: 14, Distancia Euclidiana: 0.0, Algoritmo: EigenFace
 Real: 15, Prediccion: 15, Distancia Euclidiana: 2020.55575478, Algoritmo: EigenFace
 Real: 15, Prediccion: 15, Distancia Euclidiana: 3306.73901717, Algoritmo: EigenFace
 Real: 15, Prediccion: 15, Distancia Euclidiana: 3306.73901717, Algoritmo: EigenFace
 Prediccion media: 77.7777777778
 Distancia minima: 0.0 Distancia maxima: 1.79769313486e+308 Distancia Media: 3.99487363303e+306
